source_file,row_idx,dt_time,target_id,anomaly_family,anomaly_type,change_summary
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,502,041100Z,CSB421,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1660,135000Z,JIA5363,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1690,140500Z,N5730J,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2147,175330Z,EDV5132,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1593,131630Z,UAL2747,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1533,124630Z,EJM410,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1644,134200Z,PDT5872,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,516,041800Z,SKW4470,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1695,140730Z,UAE2J,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1520,124000Z,N501QC,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2394,195700Z,N109GX,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1556,125800Z,NKS291,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1033,083630Z,FDX1079,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2268,185400Z,DAL1317,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,739,060930Z,N21ZZ,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1914,155700Z,N1DS,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2802,232100Z,N63JP,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,133,010630Z,N20399,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1502,123100Z,EDV4892,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,263,021130Z,ENY3754,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1935,160730Z,SWA2428,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1519,123930Z,UAL282,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1867,153330Z,N8272V,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2195,181730Z,EDV4986,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2588,213400Z,N73ST,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1177,094830Z,AAL2996,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,171,012530Z,ENY4220,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,786,063300Z,FDX1058,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,818,064900Z,LBQ825,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1839,151930Z,PDT5817,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2691,222530Z,N1359U,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1864,153200Z,JBU491,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1671,135530Z,N414DC,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1020,083000Z,MTN8505,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1905,155230Z,N725LU,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2083,172130Z,AAL2846,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2720,224000Z,N667MC,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2522,210100Z,AAL986,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,257,020830Z,DAL1636,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2727,224330Z,VIR93,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,262,021100Z,N4172Z,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,736,060800Z,N21ZZ,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2251,184530Z,UAL684,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1323,110130Z,EJA671,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,32,001600Z,N78WF,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,478,035900Z,FFT3351,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,893,072630Z,FFT3086,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2370,194500Z,N107US,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2361,194030Z,AAL1763,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,61,003030Z,SWA186,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1698,140900Z,DAL1145,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1881,154030Z,SKW4722,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,514,041700Z,N586WH,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,492,040600Z,AAL1316,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2652,220600Z,EDV5107,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1788,145400Z,UAL1050,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2315,191730Z,N3143Q,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2714,223700Z,RPA4689,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1815,150730Z,GJS3376,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1549,125430Z,N75DD,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1776,144800Z,N6341R,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1890,154500Z,N6341R,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1996,163800Z,N8949C,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2156,175800Z,N351GF,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1882,154100Z,WMN234,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2470,203500Z,CGHMW,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1943,161130Z,DAL2206,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2262,185100Z,UAL1618,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,614,050700Z,UAL1797,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2247,184330Z,JBU163,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2633,215630Z,RPA4522,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1392,113600Z,AVA149,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1515,123730Z,N866ST,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1197,095830Z,PDT6046,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,704,055200Z,FDX1058,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1507,123330Z,FFT1577,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,472,035600Z,BOX459,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1439,115930Z,ENY3784,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2652,220600Z,AAL2633,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1912,155600Z,SWA403,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2446,202300Z,SKW5395,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1844,152200Z,LXJ606,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1728,142400Z,SWA1637,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1526,124300Z,UAL532,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1904,155200Z,ENY4144,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1279,103930Z,GJS4553,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
